Ortsname,PLZ,Latitude,Longitude,
Wittnau,5064,47.4824671,7.9622572,
Wollerau,8832,47.1934879,8.7155642,
Mörschwil,9402,47.4697047,9.4270931,
Etoy,1163,46.4856009,6.4228406,
Waldkirch,9205,47.4613393,9.2879882,
Elsau,8352,47.49947969999999,8.8071463,
Freidorf,9306,47.4854814,9.3858009,
Gland,1196,46.818188,8.227511999999999,
Recherswil,4565,47.1602107,7.6016374,
Unterstammheim,8476,47.6491791,8.7921751,
Arnegg,9212,47.4418731,9.2537805,
Niederbüren,9246,47.4619009,9.220146699999999,
Mühlrüti,9613,47.3679063,8.974447999999999,
Davos Clavadel,7272,46.7209578,9.856140199999999,
Küttigen,5024,47.4274549,8.0432782,
Thalheim,5112,47.4434508,8.0961387,
Seewis Dorf,7212,47.0136232,9.637891699999999,
Sissach,4450,47.4736973,7.8031928,
Kappel am Albis,8926,47.2235656,8.512538,
Oberhof,5062,47.43962,8.010523000000001,
Dornach,4143,47.4759407,7.6236993,
St. Gallen,9014,47.4082855,9.332389,
Oberdiessbach,3672,46.8373954,7.6420254,
Heitenried,1714,46.8305302,7.300363,
Trübbach,9477,47.07754080000001,9.4904919,
Leuk-Stadt,3953,46.3352558,7.612349,
Horw,6048,47.0249599,8.3121008,
Gränichen,5722,47.3487239,8.111316000000002,
Goldau,6410,47.0415487,8.5513689,
Eschenbach,6274,47.1226199,8.316711699999999,
Saint-Livres,1176,46.818188,8.227511999999999,
Illighausen,8574,47.6168339,9.202468699999999,
Buttenried,3203,46.9596448,7.263253799999999,
Zweisimmen,3770,46.5761908,7.4034662,
Grosswangen,6022,47.1367735,8.0509437,
Aesch LU,6287,47.2583926,8.2389682,
Heiden,9410,47.441412,9.5293867,
Meyrin,1217,46.2349075,6.074979099999999,
Grub,9036,47.4552059,9.5122833,
Sargans,7320,47.0540051,9.4488629,
Enggistein,3077,46.9304589,7.5992916,
Menzberg,6125,47.0423485,8.000362299999999,
Birwinken,8585,47.5849202,9.2293009,
Berg,9305,47.4883057,9.4115634,
Staad,9422,47.4772439,9.5445799,
Murzelen,3034,46.9759147,7.314321100000001,
Rüti,8630,47.258089,8.8664545,
Schwanden,3433,46.9803822,7.6924017,
Krattigen,3704,46.6561235,7.7338674,
Schönengrund,9105,47.3276201,9.2318877,
Möriken,5103,47.4162233,8.1827578,
Reckingen,3998,46.4592672,8.2598737,
Les Mosses,1862,46.818188,8.227511999999999,
Grandson,1422,46.818188,8.227511999999999,
Uettligen,3043,46.99141729999999,7.377042599999999,
Chur,7000,46.84823,9.5084689,
Volketswil,8604,47.391014,8.675747699999999,
Schöftland,5040,47.30601919999999,8.053993499999999,
Bettlach,2544,47.2039878,7.4206019,
Sirnach,8370,47.4642575,9.005042399999999,
Marthalen,8460,47.621445,8.6359969,
Hundwil,9064,47.3399971,9.3222332,
Dussnang,8374,47.4285271,8.9568145,
Meilen,8706,47.28415680000001,8.6552506,
Kriessern,9451,47.3660196,9.6032566,
Mühlrüti,9613,47.3679063,8.974447999999999,
Röthenbach i. E.,3538,46.8598762,7.742323799999999,
Dielsdorf,8157,47.4764856,8.4577034,
Thörigen,3367,47.1630398,7.742035699999999,
Erstfeld,6472,46.8033393,8.5994797,
Giubiasco,6512,46.1735877,9.0027063,
Calfreisen,7027,46.8444975,9.6110587,
Recherswil,4565,47.1602107,7.6016374,
Lützelflüh-Goldbach,3432,47.0055543,7.681473,
Hoffeld,9114,47.3516903,9.1781557,
Flumserberg Bergheim,8896,47.097108,9.3129846,
Engelberg,6390,46.80517,8.444592199999999,
Opfershofen,8584,47.5615339,9.1813979,
Bischofszell,9220,47.4963339,9.2530361,
Gossau,9200,47.4151524,9.248133600000001,
St. Gallen,9016,47.4408258,9.417473,
St. Gallen,9016,47.4408258,9.417473,
Dussnang,8374,47.4285271,8.9568145,
Buch bei Frauenfeld,8524,47.5864622,8.8342485,
Stierva,7459,46.6661893,9.5264546,
Malters,6102,47.03428479999999,8.1831137,
Hölstein,4434,47.4260906,7.778102100000001,
Menznau,6122,47.0738989,8.0390977,
Ittigen,3063,46.9824346,7.4776246,
Neuenegg,3176,46.9087039,7.297048099999999,
Münsingen,3110,46.8722757,7.5572966,
Bern,3008,46.942621,7.414277599999998,
Kriens,6010,47.0223002,8.2813683,
Châtelaine,1219,46.818188,8.227511999999999,
Lyssach,3421,47.0657849,7.585278299999999,
Bonstetten,8906,47.3176744,8.4710539,
Lutzenberg,9426,47.4586875,9.5740813,
Cudrefin,1588,46.9548174,7.028313,
Buchen,7223,46.9351528,9.724760999999999,
Homburg,8508,47.6322613,9.0091503,
Engwang,8556,47.6003865,9.0360949,
Pfäffikon,8330,47.3722412,8.7921111,
Turtmann,3946,46.2981741,7.697909999999999,
Yverdon les Bains,1400,46.818188,8.227511999999999,
Corbeyrier,1856,46.818188,8.227511999999999,
Lignières,2523,47.0902682,7.050162900000001,
Ortschwaben,3042,46.9936184,7.399657700000001,
Au-Wädenswil,8804,47.2430517,8.6457423,
Lupsingen,4419,47.4439729,7.695993099999999,
Wynigen,3472,47.09881540000001,7.6770722,
Jonschwil,9243,47.42772,9.0918706,
Horw,6048,47.0249599,8.3121008,
Brugg,5200,47.4824134,8.2072208,
Erschwil,4228,47.3725382,7.5482251,
Reichenbach im Kandertal,3713,46.6211024,7.6775531,
Rosshäusern,3204,46.9293689,7.278932999999999,
Aigle,1860,46.818188,8.227511999999999,
Stäfa,8712,47.248963,8.729599499999999,
Flühli,6173,46.8840955,8.0270584,
Waltensburg,7158,46.8102009,9.0768934,
Niedergesteln,3942,46.3367598,7.804152599999998,
Uettligen,3043,46.99141729999999,7.377042599999999,
Mümliswil,4717,47.3571309,7.705361799999999,
Graltshausen,8572,47.579162,9.177825499999999,
Berneck,9442,47.4246872,9.6107587,
Gümmenen,3205,46.818188,8.227511999999999,
Lyssach,3421,47.0657849,7.585278299999999,
Donat,7433,46.6243833,9.3852359,
Winterthur,8406,47.4875152,8.705355899999999,
Lohn-Ammannsegg,4573,47.1700441,7.5271691,
Urnäsch,9107,47.3001966,9.2660226,
Chevroux,1545,46.818188,8.227511999999999,
Härkingen,4624,47.3026642,7.819096600000001,
Walliswil,3377,47.2282053,7.685328999999999,
Ebnat-Kappel,9642,47.2522495,9.1275795,
Gysenstein,3503,46.89172629999999,7.5948248,
La Comballaz,1862,46.818188,8.227511999999999,
Binningen,4102,47.5379528,7.570991899999999,
Altstätten,9450,47.3700789,9.5549856,
Teufen,9053,47.3927275,9.401474499999999,
Küttigen,5024,47.4274549,8.0432782,
Oberegg,9413,47.4174975,9.5492752,
Ennetbürgen,6373,46.9884748,8.4092693,
Schenkon,6214,47.1850966,8.130626,
Oberegg,9413,47.4174975,9.5492752,
Niederbuchsiten,4626,47.2883757,7.776294799999999,
Zollikon,8702,47.3412216,8.5844266,
Pfaffnau,6264,47.2304846,7.903808,
Lausanne,1010,46.818188,8.227511999999999,
Malters,6102,47.03428479999999,8.1831137,
Gross,8841,47.1038613,8.7637544,
Oberbüren,9245,47.4518136,9.161289199999999,
Birri,5628,47.2861314,8.364799,
Neftenbach,8413,47.5307206,8.6573543,
Sent,7554,46.8131893,10.357203,
Meikirch,3045,47.0113851,7.370467400000001,
Schüpfheim,6170,46.9431775,8.019995999999999,
Wislikofen,5463,47.5547483,8.3682055,
Mauensee,6216,47.1669948,8.0744959,
Renens,1020,46.53643779999999,6.5909099,
Bürglen,6463,46.8752672,8.6629247,
Arlesheim,4144,47.4953285,7.628910799999999,
Egg b. Einsiedeln,8847,47.1617695,8.783147699999999,
Grône,3979,46.2429599,7.478195299999999,
Jenins,7307,47.0112621,9.5787176,
Ostermundigen,3072,46.9543249,7.4967031,
Zweisimmen,3770,46.5761908,7.4034662,
Wölflinswil,5063,47.460628,7.9923183,
Gorduno,6518,46.2245608,8.9981203,
Urnäsch,9107,47.3001966,9.2660226,
Inkwil,3375,47.2048856,7.667119400000001,
Disentis,7180,46.7264799,8.8396253,
Kappel,4616,47.3221701,7.8574229,
Les Vieux-Prés,2054,47.078038,6.9302062,
Obfelden,8912,47.2625202,8.4182852,
Stansstad,6362,46.9762413,8.3427323,
Näfels,8752,47.0853812,9.0008873,
Malix,7074,46.8134705,9.515097899999999,
Full-Reuenthal,5324,47.6038445,8.2028956,
Aigle,1860,46.818188,8.227511999999999,
Hugelshofen,8565,47.5963223,9.118331,
Lüchingen,9450,47.3700789,9.5549856,
Wald,8636,47.2832038,8.9231923,
Wettingen,5430,47.4650388,8.344792,
Glattfelden,8192,47.5626514,8.4956909,
Guntalingen,8468,47.6316606,8.7621018,
Tenna,7106,46.7416885,9.3210091,
Grindelwald,3818,46.6000582,8.0530537,
Rickenbach,6221,47.2227566,8.1534441,
Bellach,4512,47.2112945,7.496582499999999,
Matzingen,9548,47.5297165,8.9272765,
Hägendorf,4614,47.3439097,7.827473599999999,
Rebstein,9445,47.3942155,9.5910894,
Oberriet,9463,47.320266,9.567072999999999,
Staufen,5603,47.3821933,8.160136699999999,
Ossingen,8475,47.6150567,8.7200582,
Goldiwil,3624,46.7651516,7.6666345,
Schmitten,3185,46.85504479999999,7.248840500000001,
Les Charbonnières,1343,32.5717705,-117.0915207,
Realp,6491,46.5698572,8.4696935,
Scuol,7550,46.7291199,10.3141052,
Horgenberg,8815,47.2479787,8.5804862,
Erlinsbach,5018,47.420277,8.005061099999999,
Krauchthal,3326,47.008117,7.569896300000001,
Untervaz,7204,46.9263513,9.5102575,
Bonau,8554,47.5832323,9.0337081,
Uetendorf,3661,46.7735068,7.577952199999999,
Trun,7166,46.7396941,8.982044,
Wünnewil,3184,46.87106929999999,7.275707499999999,
Längenbühl,3636,46.7600121,7.524581699999999,
Unterhörstetten,8508,47.6322613,9.0091503,
Maseltrangen,8723,47.182677,9.074615699999999,
Kleinandelfingen,8451,47.6081205,8.6810521,
Luzein,7242,46.9220575,9.7632718,
Dietfurt,9615,47.337967,9.072300199999999,
Klosters,7250,46.8390202,9.9588438,
Huttwil,4950,47.1061468,7.857353000000001,
Reichenbach,3713,46.6211024,7.6775531,
Berg,8572,47.579162,9.177825499999999,
Gland,1196,46.818188,8.227511999999999,
Oberkulm,5727,47.2935638,8.1256447,
Rivera,6802,46.1256931,8.907761299999999,
Rivera,6802,46.1256931,8.907761299999999,
Rifferswil,8911,47.2467522,8.498305799999999,
Schüpfheim,6170,46.9431775,8.019995999999999,
Müllheim,8555,47.6032456,8.9999158,
Brünisried,1719,46.7561515,7.2842054,
Wyssachen,4954,47.0692994,7.823384099999999,
Attiswil,4536,47.2503721,7.610934299999999,
Le Mont-sur-Lausanne,1052,46.818188,8.227511999999999,
Muttenz,4132,47.5236348,7.6485345,
Grasswil,3365,47.1485054,7.666756,
Embrach,8424,47.51062049999999,8.5961496,
Sax,9468,47.2311775,9.4465031,
Amden,8873,47.1697672,9.174439699999999,
Grabs,9472,47.1713913,9.3958216,
Kriessern,9451,47.3660196,9.6032566,
Waldkirch,9205,47.4613393,9.2879882,
Wolfwil,4628,47.2700883,7.792196300000001,
Bioggio,6934,46.0125238,8.910569899999999,
Weinfelden,8570,47.569994,9.1067558,
Wettingen,5430,47.4650388,8.344792,
Wettingen,5430,47.4650388,8.344792,
Homburg,8508,47.6322613,9.0091503,
Gossau,9200,47.4151524,9.248133600000001,
Grabs,9472,47.1713913,9.3958216,
Oberriet,9463,47.320266,9.567072999999999,
Flums,8890,47.0925191,9.3390396,
Auw,5644,47.2170135,8.368566699999999,
Wohlen bei Bern,3033,46.9736918,7.348957200000001,
Küssnacht am Rigi,6403,47.0738515,8.4466485,
Neuenkirch,6206,47.1014681,8.202509599999999,
Wilen,6062,46.873845,8.2054127,
Zuzwil,9524,47.4759087,9.1073638,
Dussnang,8374,47.4285271,8.9568145,
Oberstammheim,8477,47.6288852,8.7981926,
Köniz,3098,46.91087400000001,7.4148002,
Basel,4057,47.574259,7.5930664,
Villarlod,1695,46.818188,8.227511999999999,
Ruswil,6017,47.08397739999999,8.1263259,
Hinterrhein,7438,46.5242087,9.1836626,
Mosen,6295,47.2395576,8.2274767,
Fischbach-Göslikon,5525,47.3709809,8.3081426,
Unterägeri,6314,47.1226008,8.5818864,
Vicques,2824,47.35118000000001,7.423473099999999,
Egnach,9322,47.5458023,9.374761999999999,
Wettswil,8907,47.3351994,8.467191,
Tenero,6598,46.17596229999999,8.8496653,
Mühlethurnen,3127,46.8145192,7.509710999999999,
Kägiswil,6056,46.9191374,8.2543049,
Brigels,7165,46.7896862,9.0280612,
Brislach,4225,47.42171200000001,7.5493641,
Oeschenbach,4943,47.1111228,7.7486852,
Hinwil,8340,47.2993227,8.8427233,
Beromünster,6215,47.219381,8.200569999999999,
Mühlrüti,9613,47.3679063,8.974447999999999,
Dreien,9612,47.3528081,9.0095269,
Kirchberg,9533,47.4175617,9.033230999999999,
Eschlikon,8360,47.4600973,8.9637335,
Meyrin,1217,46.2349075,6.074979099999999,
Häfelfingen,4445,47.4125796,7.8674743,
Henggart,8444,47.5610128,8.6819537,
Beatenberg,3803,46.7189711,7.8097435,
Esslingen,8133,47.2918838,8.7154242,
Orbe,1350,46.818188,8.227511999999999,
Hefenhofen,8580,47.5500718,9.292343299999999,
Genolier,1272,46.818188,8.227511999999999,
Wattwil,9630,47.2901615,9.0845857,
Bischofszell,9220,47.4963339,9.2530361,
Holziken,5043,47.3173282,8.0331485,
Dierikon,6036,47.0964991,8.372155,
Kaufdorf,3126,46.8436201,7.5115367,
Wichtrach,3114,46.84201270000001,7.5727407,
Grüsch,7214,46.9692138,9.6412028,
S-chanf,7525,46.5866833,10.0537755,
Schiers,7220,46.9725548,9.6884213,
Sent,7554,46.8131893,10.357203,
Laufenburg,5080,47.5571986,8.0589588,
Buochs,6374,46.9684622,8.415329,
Chandolin-près-Saviese,1965,46.818188,8.227511999999999,
Ebnat-Kappel,9642,47.2522495,9.1275795,
Kaisten,5082,47.53560179999999,8.0497939,
Untersiggenthal,5417,47.510648,8.2609423,
Balgach,9436,47.4054637,9.6042275,
Renan,2616,47.109051,6.9027075,
Dürnten,8635,47.2800886,8.836721599999999,
Wil,9500,47.4604542,9.0530887,
Gunten,3654,46.72113,7.6884839,
Benken,8717,47.1892867,8.991218,
Bertschikon,8543,47.526602,8.8401683,
Moudon,1510,46.818188,8.227511999999999,
Niederglatt,8172,47.4931606,8.4992699,
Oberegg,9413,47.4174975,9.5492752,
Cumpadials,7176,46.71578479999999,8.9143499,
Genève,1205,46.1902742,6.146484099999999,
Fahrni,3617,46.7975777,7.6548203,
Melchnau,4917,47.1751116,7.8525961,
Rünenberg,4497,47.4315217,7.878744699999999,
Muhen,5037,47.3371722,8.0658539,
Schöftland,5040,47.30601919999999,8.053993499999999,
Eriswil,4952,47.0668953,7.858390600000001,
Schiers,7220,46.9725548,9.6884213,
Helsighausen,8558,47.63907,9.048458799999999,
Alterswilen,8573,47.61008899999999,9.1630577,
Besenbüren,5627,47.3145799,8.3459672,
Baldingen,5333,47.5564638,8.3108317,
Thierachern,3634,46.7543877,7.5728572,
Thierachern,3634,46.7543877,7.5728572,
Teufen,9053,47.3927275,9.401474499999999,
Ascharina,7245,46.9443659,9.817126799999999,
Praden,7063,46.8179928,9.577639099999999,
Meggen,6045,47.0502862,8.3675336,
Löhningen,8224,47.7071391,8.5514417,
Tuggen,8856,47.20307570000001,8.941439899999999,
Rotkreuz,6343,47.1427744,8.4430747,
Visp,3930,46.2874952,7.8893635,
Wiler,3428,47.1532831,7.558277500000001,
Riniken,5223,47.4937943,8.1862591,
Zweisimmen,3770,46.5761908,7.4034662,
Valchava,7535,46.5996682,10.3963014,
Kirchberg,9533,47.4175617,9.033230999999999,
Bavois,1372,32.5717256,-117.0921987,
Weinfelden,8570,47.569994,9.1067558,
Bernhardzell,9304,47.4670306,9.3393955,
Oberwil b. Bueren,3298,47.1357446,7.414608199999999,
Vordemwald,4803,47.2706747,7.8910541,
Saanen,3792,46.4560734,7.2394805,
Glovelier,2855,47.3273761,7.1801473,
Bischofszell,9220,47.4963339,9.2530361,
Dallenwil,6383,46.917998,8.370464,
Lömmenschwil,9308,47.4949419,9.361019899999999,
Echandens,1026,46.5371222,6.5369124,
La Chaux-de-Fonds,2300,47.11767829999999,6.8405667,
Ramsen,8262,47.7073214,8.8102584,
Subingen,4553,47.1979814,7.623639,
Wisen,4634,47.3960399,7.892931699999999,
Baar,6340,47.2003879,8.526752799999999,
Neuendorf,4623,47.2964278,7.802422200000001,
Bärau,3552,46.9325494,7.821303699999999,
Le Lignon,1219,46.818188,8.227511999999999,
Aetigkofen,4583,47.1319591,7.4727155,
Hellsau,3429,47.1430412,7.638568100000001,
Oberriet,9463,47.320266,9.567072999999999,
Trasadingen,8219,47.6692974,8.4266051,
Kriessern,9451,47.3660196,9.6032566,
Rorschacherberg,9404,47.4636842,9.4995988,
Heldswil,9216,47.5163837,9.2193455,
Benken,8463,47.6592908,8.6598474,
Genève,1202,46.818188,8.227511999999999,
Frauenfeld,8501,46.818188,8.227511999999999,
Avry-devant-Pont,1644,46.818188,8.227511999999999,
Märstetten,8560,47.5878496,9.069190299999999,
Neuenkirch,6206,47.1014681,8.202509599999999,
Stehrenberg,9503,47.524371,9.0889954,
Luzern,6003,47.0484552,8.2920023,
Schwarzenbach,6215,47.219381,8.200569999999999,
Zürich,8055,47.3627973,8.4936631,
Pusserein,7228,47.0034293,9.7574876,
Seeberg,3365,47.1485054,7.666756,
Anwil,4469,47.4542491,7.942283100000001,
Pieterlen,2542,47.1714011,7.317576,
Madiswil,4934,47.1582636,7.812176999999999,
Thörigen,3367,47.1630398,7.742035699999999,
Schüpfen,3054,47.030614,7.375456199999999,
Küssnacht am Rigi,6403,47.0738515,8.4466485,
Herisau,9100,47.3823758,9.286793,
Dettighofen (Lengwil),8574,47.6168339,9.202468699999999,
Frutigen,3714,46.5992099,7.6424435,
Hellbühl,6016,47.0726649,8.194188,
Ellighausen,8566,47.6129949,9.1268051,
Wiliberg,5058,47.2679996,8.017692,
Corgémont,2606,47.18240549999999,7.1436021,
Rüti,8630,47.258089,8.8664545,
Krummenau,9643,47.2601658,9.1822847,
Unterseen,3800,46.6871831,7.848015299999999,
Amden,8873,47.1697672,9.174439699999999,
Appenzell,9050,47.32678900000001,9.4228294,
Surcuolm,7138,46.7550921,9.1558896,
Mosnang,9607,47.3631793,9.0343127,
Wölflinswil,5063,47.460628,7.9923183,
Graben,3376,47.22141269999999,7.7132694,
Chavannes-Sous-Orsonnens,1694,46.7034132,7.0011483,
Säriswil,3049,46.991434,7.3388638,
Kirchlindach,3038,46.99878020000001,7.414235100000001,
Langnau,3550,46.9349318,7.7864583,
Ufhusen,6153,47.1037285,7.892416300000001,
Gasel,3144,46.899072,7.4087902,
Schaffhausen,8200,47.7114176,8.626544899999999,
Dottikon,5605,47.3762402,8.2430298,
Ettingen,4107,47.4709326,7.5505014,
Erstfeld,6472,46.8033393,8.5994797,
Gähwil,9534,47.3974541,9.0015436,
Waldkirch,9205,47.4613393,9.2879882,
Jona,8645,47.2301899,8.8455398,
Sempach,6204,47.14074189999999,8.201868,
Zofingen,4800,47.28588860000001,7.955228599999999,
Burgdorf,3401,46.818188,8.227511999999999,
Thierachern,3634,46.7543877,7.5728572,
Schaffhausen,8200,47.7114176,8.626544899999999,
Thayngen,8240,47.7447496,8.7107153,
Oberwil b. Büren,3298,47.1357446,7.414608199999999,
Grossaffoltern,3257,47.0705883,7.362277299999999,
Hellsau,3429,47.1430412,7.638568100000001,
Remigen,5236,47.5157263,8.1891195,
Dietlikon,8305,47.4227353,8.615258899999999,
Commugny,1291,46.818188,8.227511999999999,
Bösingen,3178,46.88358059999999,7.232165500000001,
Küsnacht,8700,47.3184279,8.5927209,
Altstätten,9450,47.3700789,9.5549856,
Selzach,2545,47.2121208,7.446418599999999,
Hellbühl,6016,47.0726649,8.194188,
Lengnau,5426,47.5256823,8.3261442,
Hirschthal,5042,47.3148342,8.068528299999999,
Winterthur,8400,47.485687,8.7292922,
Wattwil,9630,47.2901615,9.0845857,
Château d'Oex,1660,46.818188,8.227511999999999,
Mittelhäusern,3147,46.8747542,7.3702421,
L'Orient,1341,46.818188,8.227511999999999,
Bigenthal,3513,46.9746787,7.6317862,
Heiligkreuz,8888,47.0696525,9.408082799999999,
Heiligkreuz,8888,47.0696525,9.408082799999999,
Holderbank,4718,47.3301917,7.739896099999999,
Rorbas,8427,47.5361434,8.5855418,
Rorbas,8427,47.5361434,8.5855418,
Frauenfeld,8500,47.5624565,8.8883133,
Rafz,8197,47.6083878,8.546168999999999,
Urtenen-Schönbühl,3322,47.0223166,7.5028673,
Buttisholz,6018,47.114231,8.0923935,
Halten,4566,47.1742749,7.6113397,
Bretzwil,4207,47.3953234,7.649900199999999,
Inwil,6034,47.1287795,8.366640199999999,
Buttikon,8863,47.1633222,8.946409599999999,
Nesslau,9650,47.2081104,9.1868699,
Kiesen,3629,46.811766,7.5881589,
Pfyn,8505,47.6070377,8.9517001,
Ayent,1966,46.818188,8.227511999999999,
Oberentfelden,5036,47.3559405,8.0440911,
Uttwil,8592,47.5760587,9.3381631,
Ruswil,6017,47.08397739999999,8.1263259,
Rheinfelden,4310,47.5520509,7.812721,
Romanel-Sur-Lausanne,1032,46.5644263,6.6088103,
Attelwil,5056,47.262211,8.04757,
Pfeffingen,4148,47.4566783,7.579612399999999,
Siblingen,8225,47.7195387,8.5183119,
Romoos,6113,47.002329,8.0129018,
Höchstetten,3429,47.1430412,7.638568100000001,
Wallenbuch,3206,46.9426262,7.2237957,
Berg,8572,47.579162,9.177825499999999,
Stein am Rhein,8260,47.6665494,8.856196599999999,
Langenbruck,4438,47.3523546,7.775877299999999,
Rottenschwil,8919,47.315906,8.3614839,
Krummenau,9643,47.2601658,9.1822847,
Horw,6048,47.0249599,8.3121008,
Basel,4053,47.54061230000001,7.5975674,
Hägendorf,4614,47.3439097,7.827473599999999,
Hüttwilen,8536,47.613619,8.867386999999999,
Burgdorf,3400,46.818188,8.227511999999999,
Burgdorf,3400,46.818188,8.227511999999999,
Mettmenstetten,8932,47.2437564,8.4626854,
Häggenschwil,9312,47.48944789999999,9.337500100000002,
Züberwangen,9523,47.4650562,9.0884573,
Zollbrück,3436,46.9748736,7.7737278,
Heiden,9410,47.441412,9.5293867,
Schüpfheim,6170,46.9431775,8.019995999999999,
Küsnacht,8700,47.3184279,8.5927209,
Noflen,3116,46.8148227,7.542035999999999,
Ormalingen,4466,47.4710544,7.877688000000001,
Dreifachturnhalle Maihof,8834,47.1721108,8.7059603,
Trub,3556,46.9720887,7.885568899999999,
Aarberg,3270,47.0461703,7.2853974,
Selzach,2545,47.2121208,7.446418599999999,
Kriegstetten,4566,47.1742749,7.6113397,
Büren zum Hof,3313,47.0974263,7.513861200000001,
Niederurnen,8867,47.1262043,9.0537406,
Meierskappel,6344,47.1157175,8.4440606,
Salez,9465,47.23676769999999,9.497722,
Tschugg,3233,47.0225938,7.0772321,
Deitingen,4543,47.2198713,7.6265451,
Ulisbach,9631,47.28513359999999,9.1167071,
Affoltern,3416,47.06603870000001,7.7274954,
Härkingen,4624,47.3026642,7.819096600000001,
Corcelles,2747,47.29672919999999,7.5043034,
Sumiswald,3454,47.028436,7.744630199999999,
Riehen,4125,47.58265900000001,7.652434,
Scherz,5246,47.4472086,8.1818971,
Eschenz,8264,47.6329746,8.873453999999999,
Eschenz,8264,47.6329746,8.873453999999999,
Entlebuch,6162,46.9748961,8.124259499999999,
Lanzenhäusern,3148,46.8434208,7.3650479,
Grasswil,3365,47.1485054,7.666756,
Hondrich,3702,46.6717358,7.682454999999999,
Gipf-Oberfrick,5073,47.5001816,7.991391399999999,
Bowil,3533,46.8917395,7.7038103,
Ebersecken,6245,47.1790691,7.937291399999999,
Fieschertal,3984,46.4827768,8.0668078,
Schlatt,8252,47.6662411,8.6988943,
Meinisberg,2554,47.1621198,7.347645399999999,
Vernier,1214,46.2153264,6.0819838,
Frick,5070,47.5082066,8.0178304,
Recherswil,4565,47.1602107,7.6016374,
Aeschi,3703,46.6156611,7.757983599999999,
Osterfingen,8218,47.6613214,8.500813599999999,
Grosswangen,6022,47.1367735,8.0509437,
Gunzwil,6222,47.1921984,8.1686856,
Brig,3900,46.3060531,7.9539715,
Römerswil,6027,47.1670368,8.2455246,
Ohmstal,6143,47.1607981,7.9530917,
Hergiswil,6133,47.0648206,7.959008,
Hergiswil,6133,47.0648206,7.959008,
Essertines-sur-Yverdon,1417,46.818188,8.227511999999999,
Zeiningen,4314,47.5427335,7.876497899999999,
Langnau,3550,46.9349318,7.7864583,
Ruswil,6017,47.08397739999999,8.1263259,
Orpund,2552,47.1406218,7.3008107,
Berneck,9442,47.4246872,9.6107587,
Seewil,3256,47.0557112,7.440894,
Rengg,6162,46.9748961,8.124259499999999,
Rehetobel,9038,47.4262023,9.474608,
Itingen,4452,47.4625964,7.785113000000001,
Grossaffoltern,3257,47.0705883,7.362277299999999,
Ruswil,6017,47.08397739999999,8.1263259,
Heimenhausen,3373,47.21516769999999,7.696684500000001,
Kriens,6010,47.0223002,8.2813683,
Rheinfelden,4310,47.5520509,7.812721,
Densbüren,5026,47.45563689999999,8.0633576,
Ennetbühl,9651,47.2406607,9.271133299999999,
Schenkon,6214,47.1850966,8.130626,
Quartino,6572,46.153111,8.8956863,
Allenwinden,6319,47.1667278,8.5498824,
Wilihof,6236,47.2215961,8.066045899999999,
Gams,9473,47.2077199,9.432517599999999,
Dietikon,8953,47.4018479,8.399013799999999,
Stein,4332,47.5448771,7.9525948,
Wil,8196,47.6110714,8.510228099999999,
Schwellbrunn,9103,47.346843,9.2381596,
Niederbuchsiten,4626,47.2883757,7.776294799999999,
Wauwil,6242,47.18212949999999,8.033870799999999,
Stans,6370,46.95191089999999,8.374485199999999,
Ennetmoos,6372,46.9405596,8.329259200000001,
Urswil,6280,47.15401180000001,8.2898259,
Schüpfheim,6170,46.9431775,8.019995999999999,
Haslen,9054,47.3676515,9.368072399999999,
Nottwil,6207,47.1257257,8.137588,
Hagenwil b. Amriswil,8580,47.5500718,9.292343299999999,
Merzligen,3274,47.0779876,7.246523199999999,
Au,9434,47.4295975,9.6404297,
Kloten,8302,47.45265089999999,8.5785757,
Frauenfeld,8500,47.5624565,8.8883133,
Ortschwaben,3042,46.9936184,7.399657700000001,
Lumbrein,7148,46.6852656,9.1152836,
Ruswil,6017,47.08397739999999,8.1263259,
Hägglingen,5607,47.3920655,8.2627638,
Marbach,9437,47.3851158,9.581794300000002,
Menznau,6122,47.0738989,8.0390977,
Wolhusen,6110,47.0618181,8.0714915,
Boudry,2017,46.818188,8.227511999999999,
Uettligen,3043,46.99141729999999,7.377042599999999,
Suberg,3262,47.0550515,7.3376573,
Schongau,6288,47.2632675,8.2735466,
Poliez-Pittet,1041,46.818188,8.227511999999999,
Hinwil,8340,47.2993227,8.8427233,
L'Isle,1148,46.6365129,6.4056372,
Basel,4058,47.5656032,7.611773100000001,
Weissenburg,3764,46.67297079999999,7.481164199999999,
Wyssachen,4954,47.0692994,7.823384099999999,
Pratteln,4133,47.52046790000001,7.695735300000001,
Villy,1867,46.818188,8.227511999999999,
Eggersriet,9034,47.43948169999999,9.463542499999999,
Schötz,6247,47.1661745,7.9814981,
Selzach,2545,47.2121208,7.446418599999999,
Gadmen,3863,46.6942435,8.3641156,
Rothrist,4852,47.30043149999999,7.8873473,
Rickenbach,6432,47.00646889999999,8.6914415,
Gasel,3144,46.899072,7.4087902,
Bursins,1183,46.818188,8.227511999999999,
Ebersecken,6245,47.1790691,7.937291399999999,
Sins,5643,47.19909879999999,8.3783604,
Etziken,4554,47.1893868,7.6421293,
Cresta (Avers),7447,46.4574928,9.5229094,
Dornach,4143,47.4759407,7.6236993,
Rapperswil,3255,47.0638504,7.4104389,
