consumption,sun,rainfall,wind
1190013.301,7,0,6.45
1329170.759,22.5,0,6.15
1517585.016,20,0,4.85
1654704.356,28.5,0,5.4
1678546.14,60,0,7.35
1743147.922,58,0,14.55
1763777.455,23.5,0,18.9
1723972.802,17.5,0,20.9
1656193.872,14,1.7,19.25
1659027.542,25.5,0.4,17.25
1617912.667,18.5,0,14.55
1569823.448,17.5,0,11.5
1543210.568,19.5,0,12.6
1542328.693,25,0,9.55
1526771.598,0,0,10.3
1463369.492,0,0,7.55
1430127.088,0,0.1,7
1463467.969,0,0.1,4.3
1388025.341,0,0.2,6.1
1315138.266,0,0,5.95
1262494.927,0,0.4,5.95
1185837.589,0,0,4.7
1179007.673,0,0,3.95
1097508.503,0,0,2.55
1076680.483,0,0,4
1103459.316,0,0,7
1135106.66,0,0,6.85
1234815.524,5,0,9.55
1299252.391,14,0,11
1359087.044,0,0,13.85
1373705.548,0.5,0.1,15.3
1397228.072,0,0,15.65
1360994.258,5,0,16.7
1341734.252,0,0.2,11.15
1318697.883,0.5,0,11.5
1302674.14,0,0.1,9.55
1298722.833,0,0,7.55
1339158.562,0,0,6.3
1330754.533,0,0,7.6
1295909.593,0,0,4.5
1274572.606,0,0,6.3
1305947.118,0,0.1,5.05
1265489.326,0,0,2.3
1205815.939,0,0,2.9
1126448.468,0,0,4.35
1073638.909,0,0,4
1095597.335,0,0,3.05
1038260.807,0,0,3.2
1004989.375,0,0,4.85
992979.003,0,0,4.85
1006475.14,0,0.1,5.95
1074833.489,0,0,5.05
1171925.407,0,0,7.05
1224304.574,0,0,10.65
1264324.113,0,0.1,12.4
1323450.911,5,0,13.65
1288934.097,0.5,0,16.4
1256417.199,1.5,0,16.55
1214814.223,14,0,14.9
1198775.91,7,0,12.6
1239336.071,0,0,13.35
1320398.661,0,0,14.75
1340105.159,0,0,11.7
1320230.298,0,0,11
1314049.462,0,0,11.15
1363820.992,0,0,8.5
1273786.718,0,0,7.55
1202346.581,0,0,4.5
1144141.46,0,0,3.45
1102016.534,0,0,3.95
1128873.794,0,0,5.05
1082559.681,0,0,4.9
1124770.015,0,0,3.75
1287404.57,0,0,6.65
1506977.597,11,0,5.25
1678654.02,10,0,7.9
1716376.886,38.5,0,9.55
1757110.439,45,0,10.8
1780778.694,53,0,13.7
1757091.347,50.5,0,15.65
1688842.573,47.5,0,16
1697691.282,47.5,0,16.05
1658253.921,54,0,15.85
1636539.792,60,0,14.4
1571878.937,40,0,12.05
1571981.197,11.5,0,10.05
1541329.966,25,0,8.65
1475003.772,0,0,7
1444410.885,0,0,5.8
1511537.132,0,0,4.5
1425240.519,0,0,4.15
1310976.365,0,0,6.1
1249569.534,0,0,4.3
1214163.392,0,0,4.65
1226548.961,0,0,4.85
1142224.526,0,0,5.2
1180116.988,1.5,0,5.6
1311821.655,25.5,0,4
1523699.259,30,0,2.9
1673173.854,30,0,4.85
1700778.725,59.5,0,6.8
1745155.091,60,0,9.7
1777345.199,60,0,11
1760438.602,42.5,0,11.5
1699666.123,60,0,11.5
1724028.046,51.5,0,12.25
1693221.145,32,0,14.2
1656152.564,51.5,0,14.05
1616496.874,39.5,0,14.05
1610326.956,20,0,14.75
1560941.054,25,0,11.5
1497938.322,0,0,9
1461327.54,0,0,3.95
1530470.113,0,0,3.05
1421157.693,0,0,4.65
1337250.661,0,0,5.4
1279481.964,0,0,7.2
1224327.307,0,0,5.4
1232490.246,0,0,5.55
1156023.597,0,0,7.05
1168849.563,0,0,6.5
1325146.01,29.5,0,5.25
1528821.149,30,0,3.95
1677979.118,30,0,3.1
1716220.822,59.5,0,5.05
1773392.926,60,0,8.65
1808584.025,60,0,9.75
1800889.308,55.5,0,12.25
1745889.797,46,0,10.1
1760478.097,43,0,14.05
1742500.647,12.5,0,14.75
1714874.98,0,0,12.8
1672359.35,0.5,0,12.95
1666791.334,22.5,0,11.85
1612868.468,25,0,10.45
1542077.901,0,0.1,3.6
1519807.006,0,0,4.15
1576373.643,0,0,7.2
1474674.798,0,0,8.8
1359313.956,0,0,6.85
1297981.575,0,0,6.65
1238482.832,0,0,6.85
1236388.591,0,0,7.2
1162836.239,0,0,7.2
1185056.971,0,0,8.1
1321400.222,27,0,5.6
1542800.43,30,0,3.25
1692895.313,30,0,3.05
1735051.881,59.5,0,6.85
1801681.066,60,0,9.35
1825132.274,60,0,9.2
1804399.903,60,0,10.95
1760565.179,48.5,0,10.25
1773036.831,41.5,0.2,11.5
1740302.407,50,0,15.45
1717777.567,23,0,15.7
1671721.452,32.5,0,17.85
1651244.816,25,0,18
1605969.716,21,0,11.85
1552683.097,1,0,6.1
1512374.136,0,0,3.05
1559055.71,0,0,4.5
1463535.758,0,0,5.75
1370611.416,0,0,6.3
1305240.654,0,0,7.2
1236655.215,0,0,6.5
1253870.929,0,0,6.15
1167059.576,0,0,5.8
1197478.094,0,0,3.6
1341174.043,0,0,5.95
1546833.876,7,0,3.6
1714118.839,9,0,4.7
1772524.828,33,0,8.1
1825792.357,50,0,6.85
1848268.963,56.5,0,12.05
1828578.123,53,0,15.45
1779948.492,52,0,12.4
1771451.736,33.5,0,13.65
1732016.633,13,0,16.35
1688221.256,18.5,0,15.85
1642111.078,34.5,0,14.05
1629781.73,30,0,16.35
1591872.854,25,0,11.55
1519097.544,0,0,6.85
1465017.265,0,0,5.4
1519468.781,0,0,5.4
1444256.36,0,0,6.45
1360767.885,0,0,7
1302305.471,0,0,5.8
1243359.489,0,0,6.15
1228063.527,0,0,4.65
1123624.125,0,0,4.9
1107702.199,0,0,6.45
1125485.172,22,0,5.25
1200544.901,30,0,3.4
1303107.663,30,0,4.9
1369088.194,58.5,0,9
1425086.398,59.5,0,10.45
1449538.258,53,0,12.25
1448852.752,41.5,0,10.1
1426675.771,38.5,0,11.7
1423400.891,31.5,0,12.05
1415688.256,2.5,0,6.5
1399428.298,3.5,0,7.75
1418775.914,19,0,9.55
1420063.836,2,0.7,9.7
1411446.666,3,0.2,8.1
1349701.145,0,0,9
1313900.663,0,0,7.2
1358436.609,0,0,7.2
1289779.334,0,0,9
1224668.93,0,0,7.9
1177444.428,0,0,8.25
1106174.212,0,0.3,6.1
1111996.955,0,0,6.7
1046523.882,0,0,5.55
1016920.867,0,0,4.85
992062.599,0,0.1,7.4
1015605.469,0,0,11.35
1065452.995,5,0,6.3
1138272.768,1,0.1,5.6
1211503.028,0,0,4.85
1251617.319,1,1.3,5.55
1319000.631,19,1.3,8.45
1285442.301,40,0.1,10.05
1257789.029,18,0.9,9.15
1231716.642,1,0.1,12.95
1226801.792,0,0,8.65
1262044.635,23.5,3.5,6.1
1322483.137,0,0.9,9.55
1354961.115,0,0.2,6.5
1336272.845,0,0,11.35
1316545.275,0,1.4,6.5
1346239.154,0,0.3,5.95
1274393.546,0,0.3,6.1
1196238.513,0,0,4.7
1155749.855,0,0,3.25
1110485.649,0,0,2.9
1130082.777,0,0.3,4.15
1080724.066,0,0.9,3.2
1113296.702,0,0,3.45
1278168.331,0,0,3.75
1504137.724,0,0.2,3.95
1684094.017,0,0.6,2.7
1744374.895,0.5,0.6,5.05
1809833.88,0,0,3.95
1847197.05,22,0,6.85
1830227.873,12,0,12.8
1768051.537,4,0,9.9
1776214.398,17,0.7,11.35
1728587.56,35.5,0,11.85
1695263.109,1,0.6,12.95
1653950.068,0,0.1,11.5
1641023.693,0,0.1,8.45
1613343.685,0,1.7,5.2
1543179.8,0,0.1,8.1
1523461.213,0,0.8,8.5
1495558.16,0,0.1,7.9
1386999.114,0,0.1,3.95
1301070.444,0,0,4.3
1250804.009,0,0,3.6
1191424.373,0,0,3.4
1202408.538,0,0,2.7
1131993.855,0,0,3.6
1161509.419,0,0,5.25
1301773.692,0,0,5.6
1501701.819,0,0,3.95
1646020.773,1.5,0,4.15
1690857.913,22,0,4.9
1763409.879,3,0,9.2
1785311.334,17,0,10.05
1777278.122,0,0,14.4
1720381.325,20,0.3,11.9
1738821.397,5,0.1,13.3
1717073.485,1,0.1,16.95
1687570.525,20,0,17.45
1633334.169,19,0,20
1620811.413,3,0,16.05
1573944.01,20,0,9.5
1501860.391,4,0,7.95
1452675.811,0,0,5.95
1493919.241,0,0,5.05
1389546.797,0,0,5.9
1288738.448,0,0,5.9
1229327.323,0,0,4.85
1200817.06,0,0,5.95
1207560.687,0,0,6.65
1132602.065,0,0,3.95
1167548.925,0,0,4.15
1303490.987,0,0,7.35
1511343.954,5,0,6.1
1674039.825,0.5,0,5.55
1720421.103,21,0,11.35
1777693.18,40.5,0,13.9
1812600.499,29.5,0,21.45
1780207.514,21,0,26.1
1733473.727,23.5,0,25.9
1741612.248,10,0,25.05
1712421.236,22,0,25.75
1679470.562,27,0,24.85
1632013.691,2.5,0,24.7
1602472.099,0,0,23.2
1554400.812,0,0.1,10.95
1494853.662,0,0,13.65
1469775.542,0,0,13.15
1498098.321,0,0,5.95
1410731.001,0,0,5.75
1316621.746,0,0,4.85
1246709.092,0,0,4.9
1207725.47,0,0,7.55
1202450.553,0,0,3.8
1125378.429,0,0,3.75
1153105.066,0,0,4.85
1297600.361,0,0,4.15
1506742.196,13.5,0,5.95
1649595.829,17.5,0,9.55
1675516.43,33.5,0,11.35
1737189.394,45,0,13.85
1759526.101,36.5,0,15.1
1727739.316,40,0,19.1
1675736.955,39.5,0,17.1
1681485.571,22,0,16.4
1658076.873,23.5,0,19.8
1638819.599,18.5,0,18.5
1582055.166,8.5,0,18.35
1575182.547,0.5,0,15.8
1540245.513,2.5,0,12.25
1493099.116,0,0,7.9
1463438.818,0,0,6.15
1500541.587,0,0,5.6
1406082.055,0,0,5.6
1318140.098,0,0,4.7
1250446.401,0,0,5.4
1199831.68,0,0,5.2
1209069.321,0,0,5.75
1121811.075,0,0,5.25
1148106.487,0,0,3.45
1319822.882,0,0,2.9
1496764.318,0,0,7.55
1660418.552,4,0,9.15
1697025.607,13,0,12.8
1761500.995,53,0,10.1
1793227.098,43.5,0,10.65
1762207.562,37.5,0,11
1689687.935,48.5,0,12.05
1687269.423,32.5,0,16.55
1648616.457,34.5,0,12.4
1587268.704,27.5,0,16.95
1548435.212,20,0,14.2
1546426,13,0,14.25
1517919.765,14,0,12.8
1456139.877,0,0,11
1415481.545,0,0,5.4
1452096.651,0,0,6.3
1374028.016,0,0,16.2
1281539.156,0,0,14.2
1220222.586,0,0,14.2
1176279.596,0,0,9
1181408.483,0,0,7.4
1087726.948,0,0,6.15
1066982.114,0,0,5.05
1089717.07,10.5,0,6.85
1144485.785,22,0,9
1231450.08,26.5,0,12.45
1303052.422,58.5,0,14.8
1348354.207,54,0,14.4
1369779.144,43.5,0,14.2
1378828.53,44,0,15.15
1329209.567,57,0,16.55
1305752.145,48.5,0,16.9
1277410.437,27,0,17.3
1251646.568,32.5,0,16.75
1258116.79,25,0,17.65
1285711.77,5,0,17.45
1282678.517,15,0,12.8
1236266.371,0,0,9
1220480.758,0,0,4.15
1303562.309,0,0,4.7
1257956.335,0,0,4.5
1173229.962,0,0,4.3
1120922.594,0,0,4
1076649.557,0,0,4.7
1078624.096,0,0,4.65
1016002.481,0,0,3.6
983891.441,0,0,4.5
956739.468,0,0,3.1
971589.388,0,0,3.05
1035620.082,19,0,4.5
1071619.244,43,0,10.25
1131235.679,44.5,0,10.8
1159397.014,57.5,0,13.85
1193537.618,58.5,0,13.7
1147883.929,60,0,13.85
1128106.415,60,0,16.55
1099667.057,58,0,18.2
1099499.938,55.5,0,17.1
1133774.053,39,0,13.85
1204716.21,30,0,10.8
1229402.384,25,0,5.95
1229880.303,0,0,3.95
1237994.902,0,0,3.95
1319953.262,0,0,4.15
1240168.664,0,0,5.25
1173282.278,0,0,5.95
1127812.437,0,0,5.95
1093871.298,0,0,6.15
1113743.8,0,0,6.3
1062170.274,0,0,6.15
1100252.45,0.5,0,6.5
1243856.745,27.5,0,4.85
1430977.289,30,0,3.8
1585234.874,30,0,4.3
1627841.29,58.5,0,5.4
1693849.881,60,0,10.25
1710577.801,60,0,15.1
1698937.687,36.5,0,17.45
1647510.433,27.5,0,18.55
1675986.484,33,0,16.75
1649983.459,18.5,0,16.2
1632656.716,49.5,0,15.5
1568740.653,28,0,14
1556384.265,26,0,11.15
1528865.272,11.5,0,8.3
1473992.163,0,0,6.3
1445046.481,0,0,5.4
1499776.64,0,0,1.95
1411364.495,0,0,3.95
1296734.86,0,0,4.65
1245989.527,0,0,5.75
1203209.189,0,0,5.25
1220414.348,0,0,4.15
1125599.708,0,0,5.55
1162470.312,0,0,5.25
1296831.569,26.5,0,6.45
1478237.147,30,0,8.85
1637138.563,30,0,11.9
1677020.22,55.5,0,12.95
1736342.581,54.5,0,14.75
1759262.489,44,0,14.95
1737437.838,34,0,16.55
1697566.075,22,0,18.9
1715868.921,5,0,19.8
1682772.873,23.5,0,18.2
1681991.62,11.5,0,14.75
1639050.278,5,0,14.2
1607605.554,30,0,12.45
1558576.97,21.5,0.6,9.55
1479364.053,0,0,8.1
1447781.734,0,0,4.9
1497218.015,0,0,4.85
1413181.376,0,0,5.05
1302603.505,0,0,6.1
1268138.091,0,0,5.8
1199784.576,0,0,5.05
1207536.073,0,0,4.7
1127997.976,0,0,5.05
1159982.073,8,0,5.75
1295439.323,26.5,0,6.15
1489584.582,5,0,5.05
1623361.644,25.5,0,4.15
1684400.457,56.5,0,3.1
1749222.287,60,0,4.5
1767189.553,60,0,6.7
1753956.103,53,0,13.7
1706910.536,15,0,18.75
1712184.57,10.5,0,18
1684937.369,8.5,0,14.75
1670425.138,13.5,0,9.9
1643152.231,31.5,0.1,5.9
1637459.911,30,0.4,11.7
1585362.259,0,1.2,6.15
1497089.125,0,0,5.05
1465934.668,0,0,8.1
1487030.512,0,0,4.85
1393781.327,0,0,5.05
1299514.812,0,0,5.2
1254401.589,0,0,4.9
1204082.726,0,0.1,4.3
1211407.278,0,0,5.95
1128933.249,0,0,3.6
1147787.499,0,0.2,4.15
1292740.861,0,0.8,4.85
1477683.101,0,0.3,2.9
1638180.728,15,0,4.65
1698177.093,34,0,6.65
1754431.867,51.5,0.9,9.55
1795784.071,47,0.9,10.6
1772626.881,49,0,11.9
1691884.037,33.5,0,15.8
1680712.065,26,0,14.2
1644505.684,30,0,17.8
1622114.634,16,0,19.65
1595183.796,16,1.3,18
1571677.935,6.5,0,12.2
1529086.876,1,0,6.3
1469921.63,1,0,9.15
1446724.958,0,1.9,5.95
1478081.818,0,1.9,7.6
1383487.809,0,0,7
1283792.567,0,0,5.6
1241174.361,0,0,4.85
1187614.001,0,0,4.85
1200514.953,0,0,2.7
1113680.874,0,0,4.15
1133254.065,0,0.8,5.6
1249316.784,6.5,0,6.85
1437685.893,30,0.1,6.65
1580384.039,30,0.7,8.1
1617576.763,54,0,13.3
1680827.269,46.5,0,15.5
1697457.595,30,0,17.85
1666220.989,40,0,16.9
1624999.309,8.5,0,16.55
1623311.833,10,3,19.25
1590592.966,5.5,0,18.2
1569708.411,4,0,14.4
1545880.676,0,0,10.05
1571375.059,0,0,5.75
1515430.132,0,0.7,7.2
1458167.417,0,1.2,4.35
1421279.559,0,0.5,3.6
1385172.174,0,0.2,7.7
1321833.261,0,0.3,3.45
1256518.393,0,0,4.5
1204271.969,0,0,5.6
1146371.604,0,0,4.7
1135865.846,0,0,5.6
1058644.378,0,0,5.6
1025688.366,0,0,4.5
1051163.381,7.5,0,5.05
1091841.555,30,0,3.25
1192374.566,30,0,3.05
1271156.769,56,0,3.6
1307166.463,49.5,0,7.95
1321622.64,58,0,8.1
1331792.162,34,0,9.7
1310706.683,24.5,0,10.95
1294934.174,14,0,11.7
1273524.992,4.5,0,11.7
1260461.555,2.5,0.4,14.05
1274112.899,0,0.3,16.75
1312348.057,0,0,15.15
1289687.155,0,0,14.75
1256576.767,0,1.2,9.55
1248529.653,0,2.8,5.25
1279325.364,0,0.8,5.4
1222909.209,0,0.6,5
1164012.338,0,0,8.1
1102881.005,0,0,9
1042268.899,0,0,5.75
1040003.647,0,0,4.7
992523.134,0,0,5.4
936986.111,0,0.1,4.85
931817.203,0,0,2.85
950636.182,0,0,2.5
1014705.711,0,0,5.95
1079559.595,25.5,0,12.4
1135623.975,10.5,0,9.55
1166307.779,32.5,0,11
1203156.248,38.5,0,13.3
1172379.959,53,0,18.9
1133453.814,56,0,22.5
1104041.849,45,0,25
1104308.97,31.5,0,27.55
1134391.176,9.5,0,24.65
1202154.548,17.5,0,20.2
1218015.654,5,0,16.75
1198421.239,0,0,10.65
1213409.705,0,0,7.55
1254836.659,0,0,7.2
1195907.836,0,0,5.6
1123360.462,0,0,5.2
1082684.124,0,0,5.9
1032479.8,0,0.3,5.55
1063927.92,0,0.1,5.6
1010429.183,0,0,4.85
1043745.442,0,0,4.5
1197730.086,0,0,3.45
1364594.327,0,0.8,6.15
1517239.82,0,2.5,11.85
1583051.386,0.5,0.1,6.85
1661984.429,1.5,0,8.3
1691042.994,1.5,0.1,8.45
1674275.773,20.5,0,5.6
1605898.392,26.5,0.4,9
1593714.762,1,0.1,12.8
1565561.247,0.5,0.1,11.7
1534366.964,0.5,0,16.55
1489874.647,5,0,14.05
1494095.165,0,0,11.55
1465579.686,0,0.4,7.95
1385200.496,0,0.2,8.65
1377690.967,0,0.2,4.15
1395585.05,0,0.5,4.85
1312320.823,0,0.5,5.05
1219793.897,0,0.5,5.25
1168354.75,0,0.5,3.95
1132056.127,0,0.6,5.05
1147806.396,0,0.6,4.85
1066252.33,0,0.8,7
1088186.71,0,0.6,4.9
1218509.943,0,0.7,5.95
1377359.132,0,0.4,5.4
1525545.602,0,0.2,5.75
1573535.236,7.5,0.3,7.2
1635077.707,0,0.5,7.4
1649278.993,15,0.1,10.4
1639252.834,7.5,0.4,10.4
1577050.255,12,0.4,11
1581502.107,16.5,0.9,12.75
1548839.496,6,0,14.55
1525299.251,1.5,0.1,11.15
1486422.181,25,0.6,9.35
1485109.705,0,0.2,9.55
1454856.716,0,0.9,6.65
1397953.966,0,0,11.7
1386454.23,0,0,7.75
1402800.437,0,0.2,7.95
1321418.528,0,0,7
1235513.446,0,0.4,6.5
1183268.044,0,1.1,5.4
1137578.704,0,2.2,4.15
1146311.17,0,0.2,2.9
1061274.884,0,0.3,4.7
1091910.023,0,0.4,7
1233667.53,0,0.7,8.1
1398353.421,0,0.3,7.4
1545954.63,16,0.1,4.7
1596356.575,0,0,9.55
1640896.796,2,0,12.4
1652747.892,15,0,13.85
1659316.778,16,0,14.95
1613860.029,23.5,0,14.6
1589251.442,40.5,0,16.2
1547461.352,27,0,16.9
1510085.496,45,0,20.55
1471583.099,32.5,0,14.75
1463106.233,13,0,12.75
1421527.561,8,0,10.6
1373598.713,0,0,6.85
1369099.615,0,0,3.8
1402137.819,0,0,3.8
1323639.105,0,0,4.85
1246964.768,0,0,4.35
1188452.704,0,0,5
1139402.412,0,0,5.55
1147587.946,0,0,5.75
1070567.496,0,0,5.95
1092820.607,0,0,6.5
1228799.327,0,0,5.4
1388406.888,0,0,3.6
1535165.52,0,0,3.05
1584651.918,0,0,3.05
1633927.784,0.5,0,6.45
1643446.982,23,0,8.45
1628742.85,41,0,12.45
1558188.565,41.5,0,11.5
1549327.027,13,0,15.5
1510674.735,8,0,13.5
1509973.771,3,0,13.5
1469945.355,1,0,16.9
1488740.529,0,0,19.8
1472364.208,0,0,17.8
1408465.741,0,0,12.4
1388641.692,0,0,9.7
1407390.733,0,0.1,6.15
1325945.823,0,0.1,4.3
1246345.41,0,0,4.3
1184663.985,0,0,5.05
1129578.214,0,0,5.2
1134645.682,0,0,5.6
1047067.69,0,0,3.8
1068782.672,0,0,5.05
1202774.572,0,0,4.85
1367220.661,0,0,3.6
1510678.976,3,0,3.25
1570831.131,0,0,7.6
1615524.364,0,0,14.4
1638215.828,0,0,17.85
1626426.019,19.5,0,19.45
1549939.902,22,0,19.6
1533100.127,27.5,0,21.4
1475536.502,22,0,24.8
1436821.893,18.5,0,24.45
1395944.952,15.5,0,15.1
1404759.565,30,0,9.2
1379099.079,10,0,8.1
1319512.953,0,0,6.65
1307065.745,0,0,7
1355642.165,0,0,6.65
1306649.329,0,0,6.3
1226031.678,0,0,5
1169187.666,0,0,5.2
1108521.819,0,0,4.85
1109354.486,0,0,4.65
1024808.456,0,0,5.95
995567.849,0,0,6.3
1025187.038,1.5,0,3.25
1058426.346,6,0,2.85
1145130.987,19,0,2.9
1215472.352,22,0,5.4
1242348.164,53,0,11.7
1259716.809,60,0,16.35
1281836.85,60,0,17.65
1267696.869,46.5,0,17.45
1251127.132,30,0,17.45
1219690.995,27,0,19.25
1197637.55,30,0,17.1
1204570.266,30,0,11.55
1246939.807,30,0.3,6.3
1233334.279,20,0.9,6.85
1218243.857,0,1.1,7.6
1213094.658,0,0,5.05
1262692.153,0,0,7.6
1208705.408,0,0,8.1
1148077.449,0,0,6.5
1090597.23,0,0,6.65
1035823.54,0,0,6.3
1040236.437,0,0,5.6
970572.856,0,0,6.3
941232.161,0,0,5.6
921331.198,17,0,6.5
949334.464,30,0,5.9
988502.399,30,0,5.05
1048275.285,54.5,0,3.45
1081159.733,48,0,5.6
1106608.739,40.5,0,10.45
1153964.199,36,0,13.7
1125021.258,32,0,19.25
1099287.261,13.5,0,14.6
1086962.468,24,1,10.95
1105051.138,10.5,0.1,10.4
1159176.287,22.5,0,7.55
1209852.399,19.5,0,7.95
1229472.347,0.5,0,8.85
1208534.93,0,0.2,8.5
1233084.088,0,0.1,9
1264324.566,0,0.4,8.45
1196067.563,0,0,7.7
1121776.551,0,0,5.05
1068178.991,0,0,5.55
1031889.602,0,0,5.4
1048495.753,0,0,6.65
990399.848,0,0,6.5
1004466.879,0,0,8.45
1101858.601,0,0.1,5.2
1205676.281,0,0,3.6
1350411.916,19.5,0,4.9
1429109.455,49,0,7
1481859.217,56,0.1,7
1482783.158,28.5,0,12.8
1490833.587,21.5,0,11.15
1465883.119,12.5,0,10.45
1466180.95,22.5,0,17.8
1431372.788,30,0,18.9
1392066.064,20,0,12.4
1365997.986,12,0,16.05
1373166.384,20.5,0,14.75
1346746.531,3,0,14.2
1288354.004,0,0,11.5
1292750.912,0,0,12.05
1324109.788,0,0,12.25
1269151.276,0,0,9
1205302.276,0,0,9.4
1145500.022,0,0,11.35
1101213.408,0,0,11
1101998.959,0,0,9.75
1001104.577,0,0,10.1
971548.511,0,0,10.6
975783.338,5,0,10.05
995797.915,16.5,0,13.65
1056122.888,22,0,14.05
1115067.881,38.5,0,13.35
1159573.455,35,0,15.1
1186797.815,52.5,0,12.95
1222258.162,45.5,0,16.55
1195296.149,45.5,0,18.35
1172599.219,28.5,0,18.7
1163756.714,27.5,0,17.3
1183503.58,26,1.5,20.15
1226772.701,9.5,0,20
1281954.497,0,0,16.7
1259296.1,2.5,0,10.45
1217228.965,0,3.8,4.9
1241051.3,0,0.5,4.65
1276173.526,0,0,7.6
1256508.181,0,0,6.7
1199985.413,0,0.2,3.6
1158558.883,0,0,4.3
1121700.302,0,0,4.5
1091819.373,0,0,5.4
1007987.292,0,0,5.05
1031610.317,0,0,4.7
1175320.115,0,0,5.4
1333439.018,16,0,4.15
1474615.032,1.5,0,4.1
1539921.734,19,0,6.3
1591193.426,25.5,0,9.7
1619868.901,36,0,11
1623740.679,48,0,10.65
1583043.578,53.5,0,9.55
1584520.301,53.5,0,13.85
1569404.993,29.5,0,15.5
1553502.996,38,0,16.75
1533129.589,31,0,15.1
1538190.736,26,0,13.7
1495136.13,18.5,0,7.35
1432730.118,0,0,4.85
1420738.957,0,0,6.3
1458469.918,0,0,6.7
1365085.202,0,0,8.1
1287492.131,0,0,7.75
1225044.998,0,0,6.85
1163502.98,0,0,7.55
1177370.028,0,0,7.35
1100373.244,0,0,5.2
1100575.549,0,0,5.9
1227296.161,0,0.1,5.4
1382809.376,0,0,5.4
1536277.873,20,0,9.2
1602481.06,41.5,0,8.45
1645547.596,42,0,8.8
1662446.799,36,0,11.5
1652971.759,33.5,0,16.55
1607318.347,38,0,13.5
1613814.425,47,0,14.75
1591980.555,34,0,14.8
1592973.826,25,0,15.3
1564039.955,20,0,10.65
1564338.924,14.5,0,8.45
1547136.887,7,0,8.65
1488427.055,0,0,8.8
1467346.426,0,0,5.75
1479826.099,0,0,4.15
1388318.045,0,0,3.95
1303852.163,0,0,4.9
1241587.215,0,0,4.15
1192781.161,0,0,3.8
1194497.224,0,0,4.85
1111020.798,0,0,6.15
1125506.827,0,0,4.65
1269415.749,0,0,5.05
1418233.144,3,0,3.25
1560088.701,16,0,7.4
1626272.018,41,0,7.75
1679582.753,30,0,5.95
1691537.598,20,0,10.05
1672799.567,3.5,0,20.9
1619303.499,36.5,0,24.3
1618828.465,33.5,0,23.6
1590785.005,0,0,26.1
1566084.87,2.5,0,26.25
1552760.326,0.5,0,22.35
1542053.326,24.5,0,18.35
1505558.48,22.5,0,10.25
1431093.812,0,0,5.6
1426323.109,0,0,5.75
1428970.597,0,0,5.4
1364134.111,0,0,5.4
1287467.927,0,0,4.85
1231910.659,0,0,4.5
1164789.04,0,0,4.1
1156442.61,0,0,5.75
1065490.659,0,0,4.7
1047628.567,0,0,7.2
1074793.547,0.5,0,6.1
1123325.206,0,0,4.9
1219665.097,0,0,2.85
1294334.981,53.5,0,5.25
1345244.392,40,0,6.8
1355193.324,28,0,10.1
1376378.085,5,0,16.95
1365364.039,13.5,0,20.7
1346450.327,32,0,20.5
1340208.844,48,0,21.25
1324885.977,26,0,20.35
1317784.568,21.5,0,19.05
1340839.978,10,0,14.75
1327606.558,0,0,8.8
1296395.233,0,0,10.05
1302054.631,0,0,4.9
1313194.928,0,0,4.65
1261141.44,0,0,7
1190271.671,0,0,6.5
1123153.749,0,0,5.75
1067182.977,0,0,4.5
1065339.192,0,0,5.4
995914.918,0,0,5.2
954713.135,0,0,6.1
969688.065,0,0,7.95
969927.674,10,0,10.1
1022473.111,10.5,0,12.45
1097903.894,1,0,15.3
1159962.668,5,0,14.9
1195059.409,10.5,0,12.25
1241394.201,20,0,14.95
1214162.027,30,0,13.5
1176800.209,23,0,13.15
1152991.958,14,0,13.85
1142402.923,41,0,15.85
1173239.232,25.5,0,12.4
1236622.576,29,0,10.6
1239849.952,12.5,0,4.3
1220904.032,0,0,5.05
1259857.266,0,0,5.4
1282927.871,0,0,6.85
1216558.707,0,0,5.05
1143859.732,0,0,6.7
1092779.427,0,0,7.2
1050592.198,0,0,8.25
1065201.456,0,0,7.75
1016098.684,0,0,9.15
1053202.681,0,0,7.6
1209271.973,20.5,0,7.35
1372421.543,30,0,6.1
1524775.447,30,0,5.95
1576309.341,53.5,0,14.6
1616045.817,59,0,15.65
1642514.835,60,0,14.25
1635985.295,60,0,14.2
1587078.869,60,0,15.1
1588011.824,60,0,17.25
1561613.488,60,0,16
1543062.855,60,0,15.7
1501410.457,30,0,15.45
1496856.404,29,0,14.75
1475676.224,13,0,14.8
1414087.767,0,0,9.35
1430669.118,0,0,8.1
1430767.189,0,0,9.9
1336608.788,0,0,10.1
1242602.878,0,0,8.25
1184388.065,0,0,10.25
1143413.065,0,0,10.05
1144811.405,0,0,12.95
1070060.448,0,0,12.45
1092399.01,0,0.8,13.85
1247851.877,0,1.5,13.15
1423633.182,0,0,9.9
1594084.655,0,1.7,10.8
1652252.464,0.5,1.8,16.05
1743433.888,1.5,2,16.4
1780115.361,4,0,15.65
1782786.355,0,1.3,15.8
1736637.698,1,0.3,10.65
1733419.151,0,2.8,13.5
1696189.062,0,1.2,16.2
1651133.533,0,1.9,18
1605036.994,16.5,3.5,12.6
1588009.681,11,1.3,12.1
1561057.024,15,0.5,6.3
1487892.622,0,0.3,4.65
1456866.725,0,0,5.25
1430974.094,0,0.8,5.6
1347168.015,0,0.5,5.6
1237539.199,0,0.8,7.75
1200738.922,0,0.7,7.35
1143340.479,0,0.6,4.35
